gender,ug_course,ug_specialization,interests,skills,cgpa,has_certification,certification_title,is_working,masters_field,job_title
Female,BCA,Mathematics,"Statistics, Cooking, Data Analysis, Machine Learning","SQL, Teamwork, Tableau",9.61,No,None,Yes,No Masters,Data Scientist
Female,BSc,Computer Science,"Artificial Intelligence, Deep Learning, Research, Cooking","Machine Learning, PyTorch, Python, Communication",7.71,No,None,Yes,No Masters,Machine Learning Engineer
Female,BSc,Computer Science,"Sports, Machine Learning, Data Analysis","Machine Learning, SQL, R, Linux",8.17,Yes,DataCamp Data Scientist,No,MS in Statistics,Data Scientist
Male,B.Tech,Management,"Sports, Management","Project Management, Communication, SQL",7.03,Yes,Google Data Analytics,Yes,MS in Business Analytics,Business Analyst
Male,BCA,Information Technology,"Data Modeling, Photography","MongoDB, MySQL, Excel",6.18,Yes,PostgreSQL Associate,Yes,MCA,Database Administrator
Female,BCom,Business Administration,"Management, Data Analysis","Communication, Excel, Power BI",7.1,No,None,No,MBA,Business Analyst
Male,BSc,Information Technology,"Automation, Cloud Computing, System Design","CI/CD, Docker, SQL",7.81,Yes,Kubernetes CKA,Yes,No Masters,DevOps Engineer
Male,BSc,Computer Science,"Research, Artificial Intelligence, Deep Learning","Python, PyTorch, Git, TensorFlow",9.6,Yes,Deep Learning Specialization,No,MS in Machine Learning,Machine Learning Engineer
Male,Diploma,Electronics,"Networking, Hardware, System Administration, Music","TCP/IP, Routing, Linux",8.62,Yes,Juniper JNCIA,Yes,No Masters,Network Engineer
Male,BCA,Information Technology,"Design, Photography","Swift, React Native, SQL, Flutter",6.04,Yes,Apple Swift Certification,Yes,M.Tech in CS,Mobile App Developer
Male,B.Tech,Computer Science,"Travel, Data Modeling, Backend","MySQL, SQL, Communication, MongoDB, PostgreSQL",8.56,Yes,Microsoft SQL Server,No,M.Tech in CS,Database Administrator
Male,BSc,Computer Science,"Ethical Hacking, Cyber Security, Cooking, Networking","Cryptography, Communication, Git",7.43,No,None,Yes,No Masters,Cybersecurity Analyst
Male,BSc,Information Technology,"Cloud Computing, System Design","Git, SQL, Kubernetes, Linux",7.16,Yes,Kubernetes CKA,Yes,M.Tech in CS,DevOps Engineer
Male,B.Tech,Computer Science,"User Experience, Creativity","Photoshop, Figma, Prototyping, Git",5.77,No,None,Yes,No Masters,UI/UX Designer
Male,B.Tech,Computer Science,"Frontend Development, Web Design, Reading","HTML, React, Node.js, JavaScript, Problem Solving",8.0,Yes,Meta Front-End Developer,Yes,No Masters,Web Developer
Female,B.Tech,Visual Arts,"Graphic Design, Creativity, User Experience","Git, Sketch, Communication, Adobe XD",8.32,Yes,Interaction Design Foundation,No,No Masters,UI/UX Designer
Female,BCA,Information Technology,"Programming, Software Development, Problem Solving","Python, Excel, Git",7.46,Yes,Google Associate Engineer,No,No Masters,Software Engineer
Male,BCom,Computer Science,"Data Analysis, Photography, Management, Business Strategy","Problem Solving, Project Management, SQL, Communication, Excel",8.08,Yes,PMI-PBA,No,MCA,Business Analyst
Female,B.Tech,Computer Science,"Networking, Cloud Infrastructure, Photography, Automation","AWS, Git, Terraform, Linux",8.31,Yes,AWS Solutions Architect,Yes,No Masters,Cloud Engineer
Male,BBA,Business Administration,"Cooking, Product Strategy, Market Research, Leadership","Teamwork, Communication, Data Analysis, Excel",9.23,No,None,Yes,MS in Product Management,Product Manager
Male,B.Tech,Web Technology,"Photography, UI Design, Frontend Development, Web Design","HTML, Node.js, React",6.61,Yes,freeCodeCamp Web Dev,No,M.Tech in CS,Web Developer
Female,B.Tech,Computer Science,"Software Development, Photography","Java, Git, Excel",7.64,No,None,Yes,M.Tech in CS,Software Engineer
Male,BCA,Web Technology,"Web Design, Frontend Development, UI Design","JavaScript, Excel, HTML, Git, CSS",8.51,No,None,Yes,M.Tech in CS,Web Developer
Female,Diploma,Electronics,"Reading, System Administration, Networking","Firewalls, Routing, TCP/IP, Git, Linux",8.65,Yes,CCNP,Yes,No Masters,Network Engineer
Male,B.Tech,Computer Science,"Gaming, Web Design, UI Design","CSS, Linux, HTML",8.13,No,None,Yes,MCA,Web Developer
Female,BSc,Engineering,"Gaming, Market Research","SQL, Excel, Communication, Data Analysis",9.01,No,None,No,No Masters,Product Manager
Female,B.Tech,Mathematics,"Deep Learning, Artificial Intelligence","Mathematics, Linux, TensorFlow",9.86,No,None,Yes,No Masters,Machine Learning Engineer
Male,BBA,Business Administration,"Market Research, Cooking","Agile, Excel, Data Analysis",9.04,Yes,Certified Product Manager,Yes,MBA,Product Manager
Male,BCA,Mathematics,"Data Analysis, Photography","Python, Machine Learning, Tableau, SQL",8.84,Yes,IBM Data Science,Yes,No Masters,Data Scientist
Male,BCA,Visual Arts,"User Experience, Graphic Design","Excel, Prototyping, Communication, Figma",5.66,Yes,Adobe XD Certification,Yes,MS in Human-Computer Interaction,UI/UX Designer
Female,B.Tech,Computer Science,"Ethical Hacking, Travel, Cyber Security, Networking","Communication, Linux, Cryptography",7.93,No,None,No,M.Tech in Cybersecurity,Cybersecurity Analyst
Male,BSc,Computer Science,"Networking, Ethical Hacking, Travel, Cyber Security","Excel, Linux, Teamwork, Network Security, Ethical Hacking",6.74,Yes,Cybersecurity Fundamentals,Yes,No Masters,Cybersecurity Analyst
Male,BCom,Management,"Business Strategy, Management, Photography, Data Analysis","Power BI, Project Management, Communication",7.33,No,None,Yes,MBA,Business Analyst
Male,BCA,Information Technology,"Problem Solving, Programming, Cooking, Software Development","C++, Java, Python, SQL",6.58,Yes,Google Associate Engineer,Yes,M.Tech in CS,Software Engineer
Male,BBA,Business Administration,"Sports, Product Strategy, Leadership","Teamwork, Roadmapping, JIRA",6.82,Yes,Agile Certified Practitioner,Yes,No Masters,Product Manager
Male,BCA,Mathematics,"Data Analysis, Statistics","Python, Tableau, Communication, Machine Learning",8.05,No,None,Yes,M.Tech in Data Science,Data Scientist
Male,BSc,Computer Science,"Travel, Problem Solving, Software Development","C++, Git, Java, Communication, Python",6.83,Yes,Microsoft Azure Fundamentals,Yes,MS in Software Engineering,Software Engineer
Male,BSc,Computer Science,"Photography, Machine Learning, Statistics, Data Analysis","Git, Python, SQL, Machine Learning, Tableau",9.77,Yes,Coursera ML Specialization,Yes,MSc in Data Science,Data Scientist
Male,BSc,Management,"Reading, Management, Data Analysis","Project Management, Communication, Excel",6.11,No,None,No,MCA,Business Analyst
Female,BSc,Electronics,"Networking, Automation, Cloud Infrastructure, Music","Teamwork, Problem Solving, GCP, AWS",7.97,Yes,Microsoft Azure Administrator,No,No Masters,Cloud Engineer
Female,BBA,Computer Science,"Music, Market Research, Product Strategy, Leadership","Roadmapping, Communication, Agile",8.99,Yes,Google Project Management,No,MS in Product Management,Product Manager
Male,MSc,Mathematics,"Mathematics, Reading, Artificial Intelligence","Research Writing, NLP, Mathematics",9.04,Yes,Google ML Engineer,Yes,MS in Machine Learning,AI Research Scientist
Male,BBA,Engineering,"Product Strategy, Market Research","Roadmapping, Communication, SQL",7.9,Yes,Certified Product Manager,Yes,No Masters,Product Manager
Male,B.Tech,Computer Science,"Backend, Music, Data Modeling, Database Management","SQL, MySQL, Git, MongoDB",8.07,Yes,PostgreSQL Associate,No,MCA,Database Administrator
Male,Diploma,Electronics,"Hardware, Photography, System Administration","Routing, Git, Teamwork, CCNA, TCP/IP",7.68,Yes,CCNP,Yes,No Masters,Network Engineer
Female,BSc,Computer Science,"Networking, Reading, Automation, Cloud Infrastructure","Terraform, Linux, AWS, Communication, Azure",7.35,Yes,CompTIA Cloud+,No,M.Tech in Cloud,Cloud Engineer
Male,BSc,Computer Science,"Cloud Infrastructure, Networking, Photography","Linux, Azure, Terraform, AWS, SQL",8.56,Yes,Microsoft Azure Administrator,Yes,MS in Computer Networks,Cloud Engineer
Male,B.Tech,Computer Science,"User Experience, Graphic Design","Teamwork, Prototyping, Problem Solving, Figma",6.17,No,None,Yes,No Masters,UI/UX Designer
Male,B.Tech,Computer Science,"Cooking, Ethical Hacking, Cyber Security","Cryptography, Ethical Hacking, Python, Network Security, Linux",7.02,No,None,Yes,M.Tech in Cybersecurity,Cybersecurity Analyst
Male,BSc,Mathematics,"Deep Learning, Cooking, Artificial Intelligence","Python, Teamwork, Communication",8.01,Yes,TensorFlow Developer Certificate,Yes,MS in Machine Learning,Machine Learning Engineer
Male,BCA,Management,"Business Analysis, Consulting, Cooking, IT Management","Project Management, ERP Systems, Excel, SQL",6.47,Yes,PMP Certification,Yes,MBA,IT Consultant
Male,BSc,Computer Science,"Software Development, Photography, Problem Solving, Programming","Git, Python, SQL",6.54,No,None,Yes,MS in Software Engineering,Software Engineer
Female,B.Tech,Electronics,"Ethical Hacking, Networking, Cyber Security","Network Security, Python, Ethical Hacking",8.95,No,None,No,M.Tech in Cybersecurity,Cybersecurity Analyst
Male,B.Tech,Information Technology,"Design, App Development, Cooking, Programming","Excel, Communication, Swift",7.71,Yes,Google Associate Android Developer,Yes,M.Tech in CS,Mobile App Developer
Female,BSc,Computer Science,"Leadership, Sports","Roadmapping, Data Analysis, Linux, JIRA, Communication",7.78,No,None,Yes,MBA,Product Manager
Female,BCA,Information Technology,"Problem Solving, Software Development","Teamwork, Git, SQL",8.7,No,None,No,MS in Software Engineering,Software Engineer
Male,BSc,Mathematics,"Backend, Photography","PostgreSQL, MongoDB, MySQL",6.11,Yes,Oracle DBA Certification,Yes,M.Tech in CS,Database Administrator
Male,B.Tech,Computer Science,"Deep Learning, Artificial Intelligence, Research, Photography","Linux, Python, PyTorch, Excel",9.66,Yes,Google ML Engineer,No,MSc in Mathematics,Machine Learning Engineer
Male,B.Tech,Mathematics,"Statistics, Machine Learning, Data Analysis, Music","SQL, Communication, Python, Tableau",9.04,No,None,Yes,M.Tech in Data Science,Data Scientist
Male,MSc,Statistics,"Artificial Intelligence, Research, Music","Problem Solving, NLP, Mathematics, Research Writing, Linux",8.62,No,None,No,MS in Machine Learning,AI Research Scientist
Female,B.Tech,Information Technology,"Networking, Cyber Security, Ethical Hacking","Python, Cryptography, Excel, Git, Network Security",7.91,No,None,No,MS in Information Security,Cybersecurity Analyst
Female,B.Tech,Computer Science,"Machine Learning, Statistics","Git, Machine Learning, SQL, Tableau, R",8.12,Yes,DataCamp Data Scientist,Yes,M.Tech in Data Science,Data Scientist
Male,BSc,Computer Science,"Cloud Computing, Automation, System Design","Docker, Git, AWS, CI/CD",7.29,Yes,HashiCorp Terraform,No,MS in Cloud Computing,DevOps Engineer
Male,B.Tech,Information Technology,"Travel, Software Development, Programming, Problem Solving","SQL, Python, Java, C++",6.64,Yes,Oracle Java Certification,Yes,M.Tech in CS,Software Engineer
Female,B.Tech,Computer Science,"Creativity, Graphic Design, Travel","Teamwork, Photoshop, Adobe XD, Sketch",7.96,No,None,Yes,MS in Human-Computer Interaction,UI/UX Designer
Male,BCA,Computer Science,"Software Development, Problem Solving, Music","SQL, Git, C++",7.41,No,None,Yes,MS in Software Engineering,Software Engineer
Male,B.Tech,Information Technology,"Sports, Software Development, Programming, Problem Solving","Git, Java, Linux, C++, Problem Solving",7.15,Yes,Microsoft Azure Fundamentals,Yes,No Masters,Software Engineer
Female,BSc,Business Administration,"Market Research, Product Strategy, Music","Agile, Roadmapping, Data Analysis, Problem Solving",7.86,Yes,Certified Product Manager,No,M.Tech in CS,Product Manager
Female,BSc,Computer Science,"Travel, Management, Data Analysis","Communication, Power BI, Excel, Problem Solving, Project Management",7.68,No,None,No,No Masters,Business Analyst
Male,B.Tech,Business Administration,"Sports, IT Management, Consulting","SQL, Project Management, ERP Systems, Communication",8.45,Yes,PMP Certification,Yes,No Masters,IT Consultant
Female,B.Tech,Information Technology,"Design, Music","Excel, Flutter, Java, Linux, Kotlin",8.58,Yes,Flutter Development Bootcamp,Yes,No Masters,Mobile App Developer
Male,BSc,Computer Science,"Automation, Cloud Computing, Music","SQL, Docker, CI/CD",8.67,No,None,Yes,MS in Cloud Computing,DevOps Engineer
Male,BBA,Management,"Product Strategy, Market Research","JIRA, Communication, Data Analysis, Agile, Teamwork",7.15,No,None,No,No Masters,Product Manager
Male,BCom,Management,"Management, Business Strategy, Data Analysis, Music","Communication, Project Management, SQL, Excel, Power BI",8.29,Yes,Power BI Certificate,Yes,MCA,Business Analyst
Female,Diploma,Information Technology,"Sports, Hardware","SQL, TCP/IP, Routing",8.14,Yes,Juniper JNCIA,No,M.Tech in Networking,Network Engineer
Female,BCA,Computer Science,"Reading, Programming, Software Development","SQL, C++, Git, Python",7.35,No,None,Yes,M.Tech in CS,Software Engineer
Female,BSc,Computer Science,"Automation, Travel, Cloud Infrastructure","Terraform, Communication, AWS",7.69,No,None,No,No Masters,Cloud Engineer
Male,B.Tech,Computer Science,"Backend, Photography","MongoDB, Teamwork, SQL, Excel, Oracle",6.08,Yes,Microsoft SQL Server,No,MCA,Database Administrator
Male,BCA,Mathematics,"Cooking, Database Management, Backend, Data Modeling","Linux, Excel, SQL, MySQL",7.67,Yes,Oracle DBA Certification,Yes,M.Tech in CS,Database Administrator
Female,MSc,Physics,"Music, Artificial Intelligence, Mathematics","Problem Solving, Teamwork, Python, NLP, Deep Learning",8.85,No,None,Yes,MSc in Mathematics,AI Research Scientist
Male,B.Tech,Computer Science,"Sports, User Experience","Photoshop, Teamwork, Adobe XD, Figma, SQL",8.14,No,None,Yes,No Masters,UI/UX Designer
Female,B.Tech,Information Technology,"Reading, Cloud Infrastructure","AWS, Azure, Git",8.27,Yes,Microsoft Azure Administrator,No,No Masters,Cloud Engineer
Female,MSc,Statistics,"Artificial Intelligence, Research","Teamwork, Deep Learning, NLP, Python",9.37,Yes,Google ML Engineer,Yes,PhD in CS,AI Research Scientist
Female,BSc,Computer Science,"Automation, Cloud Infrastructure","Teamwork, SQL, AWS, Azure, Linux",7.38,No,None,Yes,MS in Computer Networks,Cloud Engineer
Female,BBA,Management,"Photography, Consulting","Git, Communication, Project Management",6.44,Yes,PMP Certification,No,MS in Information Systems,IT Consultant
Female,BSc,Mathematics,"Backend, Travel, Data Modeling","Problem Solving, Git, MongoDB",8.39,No,None,Yes,No Masters,Database Administrator
Male,BBA,Business Administration,"Leadership, Product Strategy","Data Analysis, Git, Roadmapping, Teamwork, JIRA",8.09,Yes,Scrum Master PSM,Yes,M.Tech in CS,Product Manager
Female,BCom,Business Administration,"IT Management, Business Analysis","Communication, Excel, Teamwork",6.63,No,None,No,MCA,IT Consultant
Male,BSc,Mathematics,"Travel, Deep Learning, Research","PyTorch, TensorFlow, Problem Solving, Python",8.24,Yes,AWS ML Specialty,Yes,No Masters,Machine Learning Engineer
Female,BSc,Electronics,"Cloud Infrastructure, Networking","AWS, Linux, GCP",7.93,No,None,Yes,No Masters,Cloud Engineer
Female,B.Tech,Computer Science,"Programming, Software Development, Cooking","Java, C++, Teamwork",7.69,No,None,Yes,No Masters,Software Engineer
Female,B.Tech,Software Engineering,"App Development, Sports, Design, Programming","Swift, Flutter, React Native, Kotlin, Java",8.15,Yes,Apple Swift Certification,Yes,No Masters,Mobile App Developer
Male,B.Tech,Visual Arts,"User Experience, Photography, Creativity, Graphic Design","Figma, Sketch, Excel, Photoshop",6.61,Yes,Interaction Design Foundation,No,MS in Human-Computer Interaction,UI/UX Designer
Male,B.Tech,Computer Science,"Cooking, Artificial Intelligence","Machine Learning, Excel, TensorFlow, PyTorch, Linux",8.2,Yes,AWS ML Specialty,No,MSc in Mathematics,Machine Learning Engineer
Female,BCA,Computer Science,"User Experience, Graphic Design","Prototyping, Teamwork, Excel",7.15,No,None,Yes,No Masters,UI/UX Designer
Male,B.Tech,Computer Science,"Mathematics, Artificial Intelligence","NLP, Deep Learning, Research Writing, Python, Mathematics",9.85,No,None,No,MSc in Statistics,AI Research Scientist
Male,MSc,Statistics,"Mathematics, Artificial Intelligence","Teamwork, NLP, SQL, Python, Research Writing",9.44,Yes,Google ML Engineer,Yes,MSc in Statistics,AI Research Scientist
Female,BCA,Computer Science,"UI Design, Web Design, Travel, Frontend Development","Teamwork, React, JavaScript, Communication",7.4,No,None,No,M.Tech in CS,Web Developer
Male,B.Tech,Computer Science,"Cooking, Networking, Automation, Cloud Infrastructure","GCP, AWS, Problem Solving, Terraform",9.44,No,None,Yes,M.Tech in Cloud,Cloud Engineer
Male,B.Tech,Computer Science,"Travel, Cloud Computing, Automation, System Design","Linux, Kubernetes, AWS",9.47,Yes,AWS DevOps Engineer,Yes,MS in Cloud Computing,DevOps Engineer
Male,B.Tech,Information Technology,"Hardware, Networking, System Administration, Gaming","CCNA, TCP/IP, Linux, Teamwork",8.04,No,None,Yes,M.Tech in Networking,Network Engineer
Male,BSc,Computer Science,"System Design, Travel","CI/CD, Kubernetes, SQL, Docker, AWS",9.04,Yes,Docker Certified Associate,Yes,No Masters,DevOps Engineer
Male,Diploma,Computer Science,"Photography, Networking, Hardware","Excel, Linux, TCP/IP, Firewalls",7.78,Yes,CompTIA Network+,No,MS in Telecommunications,Network Engineer
Female,B.Tech,Software Engineering,"Software Development, Programming, Reading, Problem Solving","Teamwork, C++, Java, Python",6.7,Yes,Google Associate Engineer,Yes,MS in Software Engineering,Software Engineer
Male,BSc,Information Technology,"Web Design, UI Design, Frontend Development","Node.js, Excel, HTML",6.93,No,None,Yes,No Masters,Web Developer
Male,B.Tech,Management,"Cooking, Business Analysis, IT Management, Consulting","Git, Linux, Project Management",7.39,Yes,Microsoft 365 Fundamentals,Yes,No Masters,IT Consultant
Male,B.Tech,Electronics,"Photography, Ethical Hacking, Cyber Security","Communication, Linux, Python, Ethical Hacking",9.09,No,None,Yes,No Masters,Cybersecurity Analyst
Male,BSc,Information Technology,"Cloud Infrastructure, Sports","Terraform, Excel, Git",8.2,Yes,AWS Solutions Architect,Yes,MS in Computer Networks,Cloud Engineer
Male,BSc,Web Technology,"Photography, Web Design","JavaScript, Node.js, CSS, React",7.38,Yes,Full Stack Web Development,Yes,M.Tech in CS,Web Developer
Female,B.Tech,Engineering,"Market Research, Leadership","JIRA, Teamwork, Roadmapping, Communication",6.6,Yes,Agile Certified Practitioner,No,MS in Product Management,Product Manager
Female,B.Tech,Computer Science,"User Experience, Graphic Design, Music","Adobe XD, SQL, Prototyping, Figma",6.89,Yes,Figma Certificate,Yes,MS in Human-Computer Interaction,UI/UX Designer
Male,B.Tech,Information Technology,"Cloud Infrastructure, Networking","AWS, Teamwork, SQL, Azure, Terraform",9.28,No,None,Yes,No Masters,Cloud Engineer
Female,BSc,Electronics,"Hardware, System Administration","Routing, TCP/IP, Firewalls, Communication, Linux",6.62,No,None,Yes,MS in Telecommunications,Network Engineer
Male,BSc,Computer Science,"Business Strategy, Data Analysis, Photography, Management","Power BI, Communication, Excel, Problem Solving, Project Management",7.74,Yes,CBAP Certification,No,MS in Business Analytics,Business Analyst
Male,B.Tech,Statistics,"Music, Mathematics, Artificial Intelligence, Research","Linux, Python, Research Writing, Excel",8.42,Yes,Google ML Engineer,Yes,MS in Machine Learning,AI Research Scientist
Female,Diploma,Information Technology,"System Administration, Sports","TCP/IP, Firewalls, Linux",8.07,Yes,Juniper JNCIA,No,No Masters,Network Engineer
Male,BDes,Computer Science,"Travel, Graphic Design","Excel, Figma, Photoshop",8.25,Yes,Interaction Design Foundation,Yes,No Masters,UI/UX Designer
Female,BSc,Computer Science,"Mathematics, Research, Music, Artificial Intelligence","Deep Learning, Research Writing, Git, Mathematics, Python",9.81,Yes,Deep Learning Specialization,Yes,MS in Machine Learning,AI Research Scientist
Male,B.Tech,Computer Science,"Ethical Hacking, Sports, Networking, Cyber Security","Linux, Cryptography, Network Security",8.45,Yes,CEH Ethical Hacker,No,M.Tech in Cybersecurity,Cybersecurity Analyst
Male,BSc,Mathematics,"Data Analysis, Statistics, Gaming, Machine Learning","Machine Learning, SQL, Python, R",9.08,Yes,Coursera ML Specialization,Yes,MS in Statistics,Data Scientist
Male,BSc,Computer Science,"Database Management, Music, Backend, Data Modeling","MongoDB, SQL, PostgreSQL",7.37,Yes,Microsoft SQL Server,No,MS in Information Systems,Database Administrator
Male,B.Tech,Computer Science,"Gaming, Programming, Problem Solving, Software Development","Python, Java, SQL, Communication, C++",6.97,Yes,Google Associate Engineer,No,MS in Software Engineering,Software Engineer
Female,BSc,Computer Science,"Deep Learning, Artificial Intelligence, Music, Research","Machine Learning, PyTorch, Communication, TensorFlow, Python",8.6,No,None,Yes,MSc in Mathematics,Machine Learning Engineer
Female,BSc,Computer Science,"Networking, Sports","Linux, Problem Solving, TCP/IP",6.94,Yes,CCNA,No,M.Tech in Networking,Network Engineer
Female,BCA,Information Technology,"Programming, Music, App Development, Design","React Native, Communication, Swift, Kotlin",6.12,Yes,Apple Swift Certification,Yes,No Masters,Mobile App Developer
Male,BCA,Computer Science,"Machine Learning, Travel, Data Analysis","Python, Tableau, Communication, SQL",8.68,Yes,DataCamp Data Scientist,Yes,MSc in Data Science,Data Scientist
Male,BSc,Electronics,"Reading, Deep Learning, Research","PyTorch, Git, Communication",9.34,Yes,Deep Learning Specialization,Yes,MS in Machine Learning,Machine Learning Engineer
Male,BCom,Computer Science,"Consulting, Business Analysis, IT Management","SQL, ERP Systems, Communication, Git, Excel",6.65,Yes,Microsoft 365 Fundamentals,Yes,No Masters,IT Consultant
Male,BBA,Information Technology,"IT Management, Consulting, Business Analysis","ERP Systems, Excel, Linux",8.33,No,None,Yes,MBA,IT Consultant
Male,B.Tech,Mathematics,"Mathematics, Research","NLP, Python, Linux, Deep Learning",8.73,Yes,Google ML Engineer,No,MS in Machine Learning,AI Research Scientist
Female,B.Tech,Mathematics,"Research, Deep Learning","PyTorch, Linux, Mathematics",8.45,Yes,AWS ML Specialty,Yes,MS in Machine Learning,Machine Learning Engineer
Female,BSc,Information Technology,"Cloud Infrastructure, Networking, Travel, Automation","Communication, Azure, AWS, Terraform",8.54,Yes,CompTIA Cloud+,No,No Masters,Cloud Engineer
Female,BCom,Commerce,"Data Analysis, Business Strategy, Sports","Project Management, Communication, Excel",7.72,No,None,No,MCA,Business Analyst
Female,B.Tech,Computer Science,"Photography, Networking, Automation","GCP, AWS, Linux",9.3,No,None,No,No Masters,Cloud Engineer
Male,BCom,Information Technology,"Business Analysis, Travel, IT Management, Consulting","Linux, Communication, Excel, Project Management, ERP Systems",7.08,Yes,ITIL Foundation,No,MCA,IT Consultant
Female,BSc,Computer Science,"Reading, Artificial Intelligence","Research Writing, NLP, Problem Solving, SQL, Python",8.72,No,None,Yes,MSc in Mathematics,AI Research Scientist
Female,BSc,Information Technology,"Data Modeling, Database Management","MySQL, PostgreSQL, Oracle, Excel",7.09,No,None,Yes,MS in Information Systems,Database Administrator
Female,B.Tech,Computer Science,"Cloud Computing, System Design","Teamwork, Excel, Linux, Docker, CI/CD",8.44,Yes,AWS DevOps Engineer,Yes,No Masters,DevOps Engineer
Male,BDes,Visual Arts,"Graphic Design, Music, Creativity, User Experience","Adobe XD, Photoshop, Excel, Figma",7.6,No,None,Yes,MS in Human-Computer Interaction,UI/UX Designer
Male,BSc,Information Technology,"Database Management, Data Modeling, Gaming","PostgreSQL, Problem Solving, MongoDB, Teamwork, SQL",8.81,Yes,MongoDB DBA,Yes,No Masters,Database Administrator
Male,BBA,Business Administration,"Leadership, Product Strategy, Reading, Market Research","Data Analysis, JIRA, Excel",8.28,No,None,Yes,MBA,Product Manager
Female,BSc,Information Technology,"Ethical Hacking, Cyber Security","Linux, Network Security, Ethical Hacking, Python",6.99,Yes,CompTIA Security+,No,No Masters,Cybersecurity Analyst
Male,B.Tech,Commerce,"Cooking, Data Analysis, Business Strategy","Excel, Power BI, Project Management, Linux",8.95,No,None,Yes,MCA,Business Analyst
Female,BSc,Electronics,"System Design, Automation, Travel, Cloud Computing","Docker, AWS, Linux, Kubernetes",9.48,Yes,HashiCorp Terraform,No,MS in Cloud Computing,DevOps Engineer
Male,B.Tech,Electronics,"Networking, Automation, Cloud Infrastructure","Terraform, GCP, Azure",8.29,Yes,Microsoft Azure Administrator,Yes,MS in Computer Networks,Cloud Engineer
Male,BCA,Computer Science,"Programming, Cooking","C++, Java, Problem Solving, Python",9.05,Yes,Oracle Java Certification,Yes,MS in Software Engineering,Software Engineer
Male,BSc,Mathematics,"Research, Cooking","SQL, TensorFlow, Mathematics, Python",8.32,No,None,Yes,MSc in Mathematics,Machine Learning Engineer
Male,BCA,Software Engineering,"App Development, Design, Programming, Music","Flutter, Kotlin, React Native, Swift, Excel",8.68,Yes,Google Associate Android Developer,Yes,M.Tech in CS,Mobile App Developer
Female,BSc,Electronics,"Deep Learning, Artificial Intelligence, Travel","Problem Solving, TensorFlow, Mathematics, Machine Learning, Excel",8.77,Yes,AWS ML Specialty,No,MSc in Mathematics,Machine Learning Engineer
Male,B.Tech,Computer Science,"Sports, Management","Excel, Communication, Project Management, Teamwork, Linux",7.44,No,None,Yes,MS in Business Analytics,Business Analyst
Female,B.Tech,Information Technology,"UI Design, Frontend Development","React, Problem Solving, HTML",8.4,Yes,Google UX Design,Yes,MCA,Web Developer
Female,B.Tech,Information Technology,"Web Design, Frontend Development","Problem Solving, React, JavaScript, Node.js, CSS",7.23,No,None,Yes,MCA,Web Developer
Female,B.Tech,Computer Science,"Statistics, Reading, Machine Learning","Teamwork, SQL, Python",8.86,No,None,Yes,MSc in Data Science,Data Scientist
Female,BSc,Information Technology,"Automation, Networking, Reading, Cloud Infrastructure","Linux, GCP, AWS, Git, Terraform",7.99,Yes,Microsoft Azure Administrator,No,MS in Computer Networks,Cloud Engineer
Male,Diploma,Electronics,"System Administration, Networking, Cooking","SQL, Routing, Linux",7.22,Yes,CCNP,No,No Masters,Network Engineer
Male,B.Tech,Computer Science,"Cloud Computing, Automation","Linux, Kubernetes, Docker, AWS, CI/CD",8.18,Yes,Docker Certified Associate,No,No Masters,DevOps Engineer
Female,BSc,Computer Science,"Backend, Database Management, Data Modeling, Gaming","PostgreSQL, Teamwork, Oracle",6.04,No,None,No,No Masters,Database Administrator
Female,BSc,Computer Science,"Gaming, Artificial Intelligence","NLP, Mathematics, Deep Learning, Research Writing, Python",9.36,No,None,No,MS in Machine Learning,AI Research Scientist
Male,BSc,Mathematics,"Machine Learning, Photography","R, Python, SQL, Tableau",7.94,No,None,Yes,No Masters,Data Scientist
Female,B.Tech,Electronics,"Gaming, Networking, Cloud Infrastructure","GCP, AWS, Terraform, Linux",7.68,Yes,AWS Solutions Architect,No,No Masters,Cloud Engineer
Male,BSc,Information Technology,"Hardware, Networking","Excel, TCP/IP, Routing",6.96,No,None,Yes,M.Tech in Networking,Network Engineer
Male,BCA,Information Technology,"Gaming, Programming","Kotlin, Swift, React Native",6.9,Yes,Flutter Development Bootcamp,Yes,M.Tech in CS,Mobile App Developer
Male,B.Tech,Mathematics,"Deep Learning, Research, Artificial Intelligence","TensorFlow, SQL, Machine Learning, Mathematics",9.19,No,None,No,No Masters,Machine Learning Engineer
Male,BSc,Computer Science,"Research, Photography, Deep Learning, Artificial Intelligence","SQL, PyTorch, Excel, TensorFlow",8.53,No,None,No,No Masters,Machine Learning Engineer
Male,BSc,Computer Science,"Product Strategy, Cooking, Leadership, Market Research","Data Analysis, Communication, Agile",9.08,Yes,Scrum Master PSM,No,MS in Product Management,Product Manager
Male,BSc,Electronics,"Travel, Networking, Cloud Infrastructure, Automation","Terraform, Linux, Azure, GCP, AWS",8.33,No,None,Yes,MS in Computer Networks,Cloud Engineer
Male,B.Tech,Information Technology,"App Development, Design, Sports","React Native, Problem Solving, Linux",8.46,Yes,Google Associate Android Developer,Yes,No Masters,Mobile App Developer
Male,BBA,Engineering,"Leadership, Market Research, Reading, Product Strategy","Git, JIRA, SQL, Communication, Data Analysis",7.98,No,None,Yes,MS in Product Management,Product Manager
Male,BCA,Business Administration,"Business Analysis, IT Management, Consulting","Project Management, SQL, Problem Solving, Excel",8.52,Yes,PMP Certification,Yes,No Masters,IT Consultant
